nucl;atom;AMBER;CHARMM;my_own;VDW R AMBER;VDW DEPTH AMBER;VDW R Charmm;VDW DEPTH Charmm;my_own
QUG;C6;0.518327;;;1.908;0.086;;;
QUG;O6;-0.584298;;;1.6612;0.21;;;
QUG;N1;-0.422571;;;1.824;0.17;;;
QUG;C2;0.627949;;;1.908;0.086;;;
QUG;N2;-0.877256;;;1.824;0.17;;;
QUG;H21;0.38511;;;0.6;0.0157;;;
QUG;H22;0.38511;;;0.6;0.0157;;;
QUG;N3;-0.535957;;;1.824;0.17;;;
QUG;C4;0.220929;;;1.908;0.086;;;
QUG;H1;0.332525;;;0.6;0.0157;;;
QUG;C71;0.06156;;;1.908;0.1094;;;
QUG;N73;-0.535033;;;1.824;0.17;;;
QUG;C74;0.082403;;;1.908;0.1094;;;
QUG;C75;0.175313;;;1.908;0.1094;;;
QUG;O51;-0.666087;;;1.721;0.2104;;;
QUG;H51;0.448807;;;0;0;;;
QUG;C76;0.26769;;;1.908;0.1094;;;
QUG;O61;-0.715492;;;1.721;0.2104;;;
QUG;H61;0.437036;;;0;0;;;
QUG;C78;-0.041271;;;1.908;0.1094;;;
QUG;C79;-0.151721;;;1.908;0.1094;;;
QUG;H91;0.067745;;;1.487;0.0157;;;
QUG;H92;0.066784;;;1.487;0.0157;;;
QUG;H81;0.016965;;;1.487;0.0157;;;
QUG;H82;0.031302;;;1.487;0.0157;;;
QUG;H76;-0.008;;;1.387;0.0157;;;
QUG;H75;0.048691;;;1.387;0.0157;;;
QUG;H74;0.075923;;;1.387;0.0157;;;
QUG;H73;0.279973;;;0.6;0.0157;;;
QUG;H11;0.079521;;;1.387;0.0157;;;
QUG;H12;0.079521;;;1.387;0.0157;;;
QUG;H8;0.178305;;;1.409;0.015;;;
RCG;P;1.087832;;;2.1;0.2;;;
RCG;O1P;-0.76666;;;1.6612;0.21;;;
RCG;O2P;-0.76666;;;1.6612;0.21;;;
RCG;'O2''';-0.591348;;;1.721;0.2104;;;
RCG;'HO''2';0.410145;;;0;0;;;
RCG;N9;0.070201;;;1.824;0.17;;;
RCG;C8;-0.220427;;;1.908;0.086;;;
RCG;C7;-0.248925;;;1.908;0.086;;;
RCG;C5;-0.099134;;;1.908;0.086;;;
RCG;C6;0.509716;;;1.908;0.086;;;
RCG;O6;-0.561076;;;1.6612;0.21;;;
RCG;N1;-0.46056;;;1.824;0.17;;;
RCG;C2;0.688422;;;1.908;0.086;;;
RCG;N2;-0.888139;;;1.824;0.17;;;
RCG;H21;0.392315;;;0.6;0.0157;;;
RCG;H22;0.392315;;;0.6;0.0157;;;
RCG;N3;-0.608635;;;1.824;0.17;;;
RCG;C4;0.30261;;;1.908;0.086;;;
RCG;H1;0.338862;;;0.6;0.0157;;;
RCG;C71;0.777502;;;1.908;0.086;;;
RCG;N73;-0.923081;;;1.824;0.17;;;
RCG;H31;0.379397;;;0.6;0.0157;;;
RCG;H32;0.379397;;;0.6;0.0157;;;
RCG;N11;-0.917792;;;1.824;0.17;;;
RCG;H11;0.362423;;;0.6;0.0157;;;
RCG;H8;0.216429;;;1.409;0.015;;;
SAU;P;1.087832;;;2.1;0.2;;;
SAU;O1P;-0.76666;;;1.6612;0.21;;;
SAU;O2P;-0.76666;;;1.6612;0.21;;;
SAU;'O2''';-0.591348;;;1.721;0.2104;;;
SAU;'HO''2';0.410145;;;0;0;;;
SAU;N1;0.202676;;;1.824;0.17;;;
SAU;C2;-0.059364;;;1.908;0.086;;;
SAU;N3;-0.089548;;;1.824;0.17;;;
SAU;C4;0.462736;;;1.908;0.086;;;
SAU;O4;-0.545888;;;1.6612;0.21;;;
SAU;C5;-0.042745;;;1.908;0.086;;;
SAU;C6;-0.112295;;;1.908;0.086;;;
SAU;H6;0.135419;;;1.409;0.015;;;
SAU;C51;0.176002;;;1.908;0.1094;;;
SAU;H11;0.051481;;;1.387;0.0157;;;
SAU;H12;0.051481;;;1.387;0.0157;;;
SAU;N52;-0.91816;;;1.824;0.17;;;
SAU;H21;0.360291;;;0.6;0.0157;;;
SAU;H22;0.360291;;;0.6;0.0157;;;
SAU;H3;0.241905;;;0.6;0.0157;;;
SCU;P;1.087832;;;2.1;0.2;;;
SCU;O1P;-0.76666;;;1.6612;0.21;;;
SCU;O2P;-0.76666;;;1.6612;0.21;;;
SCU;'O2''';-0.591348;;;1.721;0.2104;;;
SCU;'HO''2';0.410145;;;0;0;;;
SCU;N1;0.245787;;;1.824;0.17;;;
SCU;C2;-0.046723;;;1.908;0.086;;;
SCU;N3;-0.120323;;;1.824;0.17;;;
SCU;C4;0.526345;;;1.908;0.086;;;
SCU;O4;-0.569502;;;1.6612;0.21;;;
SCU;C5;-0.064325;;;1.908;0.086;;;
SCU;C6;-0.153925;;;1.908;0.086;;;
SCU;H6;0.117739;;;1.409;0.015;;;
SCU;C51;0.029802;;;1.908;0.1094;;;
SCU;H11;0.066603;;;1.387;0.0157;;;
SCU;H12;0.066603;;;1.387;0.0157;;;
SCU;N52;-0.536859;;;1.824;0.17;;;
SCU;H52;0.32117;;;0.6;0.0157;;;
SCU;C53;-0.054196;;;1.908;0.1094;;;
SCU;H31;0.026007;;;1.387;0.0157;;;
SCU;H32;0.026007;;;1.387;0.0157;;;
SCU;C54;0.831834;;;1.908;0.086;;;
SCU;O41;-0.804252;;;1.6612;0.21;;;
SCU;O42;-0.803596;;;1.6612;0.21;;;
SCU;H3;0.237591;;;0.6;0.0157;;;
SEU;P;1.087832;;;2.1;0.2;;;
SEU;O1P;-0.76666;;;1.6612;0.21;;;
SEU;O2P;-0.76666;;;1.6612;0.21;;;
SEU;'O2''';-0.591348;;;1.721;0.2104;;;
SEU;'HO''2';0.410145;;;0;0;;;
SEU;N1;0.237032;;;1.824;0.17;;;
SEU;C2;-0.125195;;;1.908;0.086;;;
SEU;N3;-0.065071;;;1.824;0.17;;;
SEU;C4;0.556893;;;1.908;0.086;;;
SEU;O4;-0.532716;;;1.6612;0.21;;;
SEU;C5;-0.133272;;;1.908;0.086;;;
SEU;C6;-0.176186;;;1.908;0.086;;;
SEU;H6;0.19226;;;1.409;0.015;;;
SEU;C51;-0.017065;;;1.908;0.1094;;;
SEU;N52;-0.644218;;;1.824;0.17;;;
SEU;C53;-0.036148;;;1.908;0.1094;;;
SEU;H31;0.061589;;;1.387;0.0157;;;
SEU;H32;0.061589;;;1.387;0.0157;;;
SEU;H33;0.061589;;;1.387;0.0157;;;
SEU;H52;0.382792;;;0.6;0.0157;;;
SEU;H11;0.099526;;;1.387;0.0157;;;
SEU;H12;0.099526;;;1.387;0.0157;;;
SEU;H3;0.208245;;;0.6;0.0157;;;
SIA;P;1.087832;;;2.1;0.2;;;
SIA;O1P;-0.76666;;;1.6612;0.21;;;
SIA;O2P;-0.76666;;;1.6612;0.21;;;
SIA;'O2''';-0.591348;;;1.721;0.2104;;;
SIA;'HO''2';0.410145;;;0;0;;;
SIA;N9;-0.012385;;;1.824;0.17;;;
SIA;C8;0.041418;;;1.908;0.086;;;
SIA;N7;-0.578692;;;1.824;0.17;;;
SIA;C5;0.280533;;;1.908;0.086;;;
SIA;C6;0.122283;;;1.908;0.086;;;
SIA;N6;-0.261149;;;1.824;0.17;;;
SIA;H61;0.223902;;;0.6;0.0157;;;
SIA;C64;-0.100093;;;1.908;0.1094;;;
SIA;H41;0.134267;;;1.387;0.0157;;;
SIA;H42;0.134267;;;1.387;0.0157;;;
SIA;C65;-0.259676;;;1.908;0.086;;;
SIA;H65;0.12924;;;1.459;0.015;;;
SIA;C67;0.121151;;;1.908;0.086;;;
SIA;C71;-0.226695;;;1.908;0.1094;;;
SIA;H11;0.073942;;;1.487;0.0157;;;
SIA;H12;0.073942;;;1.487;0.0157;;;
SIA;H13;0.073942;;;1.487;0.0157;;;
SIA;C68;0.230857;;;1.908;0.1094;;;
SIA;H81;0.002683;;;1.387;0.0157;;;
SIA;H82;0.002683;;;1.387;0.0157;;;
SIA;O69;-0.655616;;;1.721;0.2104;;;
SIA;H69;0.421327;;;0;0;;;
SIA;N1;-0.400182;;;1.824;0.17;;;
SIA;C2;0.519002;;;1.908;0.086;;;
SIA;N3;-0.600825;;;1.824;0.17;;;
SIA;C4;0.32221;;;1.908;0.086;;;
SIA;S21;-0.253854;;;2;0.25;;;
SIA;C23;-0.036784;;;1.908;0.1094;;;
SIA;H31;0.056659;;;1.387;0.0157;;;
SIA;H32;0.056659;;;1.387;0.0157;;;
SIA;H33;0.056659;;;1.387;0.0157;;;
SIA;H8;0.190144;;;1.359;0.015;;;
SMA;P;1.087832;;;2.1;0.2;;;
SMA;O1P;-0.76666;;;1.6612;0.21;;;
SMA;O2P;-0.76666;;;1.6612;0.21;;;
SMA;'O2''';-0.591348;;;1.721;0.2104;;;
SMA;'HO''2';0.410145;;;0;0;;;
SMA;N9;-0.040596;;;1.824;0.17;;;
SMA;C8;0.090954;;;1.908;0.086;;;
SMA;N7;-0.581832;;;1.824;0.17;;;
SMA;C5;0.161536;;;1.908;0.086;;;
SMA;C6;0.079881;;;1.908;0.086;;;
SMA;N6;-0.204297;;;1.824;0.17;;;
SMA;H61;0.292307;;;0.6;0.0157;;;
SMA;C64;-0.306815;;;1.908;0.1094;;;
SMA;H41;0.117468;;;1.387;0.0157;;;
SMA;H42;0.117468;;;1.387;0.0157;;;
SMA;H43;0.117468;;;1.387;0.0157;;;
SMA;N1;-0.256308;;;1.824;0.17;;;
SMA;C2;0.42925;;;1.908;0.086;;;
SMA;N3;-0.59984;;;1.824;0.17;;;
SMA;C4;0.401766;;;1.908;0.086;;;
SMA;S21;-0.218332;;;2;0.25;;;
SMA;C23;-0.13893;;;1.908;0.1094;;;
SMA;H31;0.081721;;;1.387;0.0157;;;
SMA;H32;0.081721;;;1.387;0.0157;;;
SMA;H33;0.081721;;;1.387;0.0157;;;
SMA;H8;0.175508;;;1.359;0.015;;;
SMU;P;1.087832;;;2.1;0.2;;;
SMU;O1P;-0.76666;;;1.6612;0.21;;;
SMU;O2P;-0.76666;;;1.6612;0.21;;;
SMU;'O2''';-0.591348;;;1.721;0.2104;;;
SMU;'HO''2';0.410145;;;0;0;;;
SMU;N1;0.258713;;;1.824;0.17;;;
SMU;C2;-0.051676;;;1.908;0.086;;;
SMU;N3;-0.11954;;;1.824;0.17;;;
SMU;C4;0.519999;;;1.908;0.086;;;
SMU;O4;-0.517615;;;1.6612;0.21;;;
SMU;C5;0.01373;;;1.908;0.086;;;
SMU;C6;-0.31545;;;1.908;0.086;;;
SMU;H6;0.227019;;;1.409;0.015;;;
SMU;C51;-0.304639;;;1.908;0.1094;;;
SMU;C52;0.810031;;;1.908;0.086;;;
SMU;O52;-0.589472;;;1.6612;0.21;;;
SMU;O53;-0.38656;;;1.6837;0.17;;;
SMU;C54;-0.072003;;;1.908;0.1094;;;
SMU;H41;0.101965;;;1.387;0.0157;;;
SMU;H42;0.101965;;;1.387;0.0157;;;
SMU;H43;0.101965;;;1.387;0.0157;;;
SMU;H11;0.121281;;;1.487;0.0157;;;
SMU;H12;0.121281;;;1.487;0.0157;;;
SMU;H3;0.23878;;;0.6;0.0157;;;
SPA;P;1.087832;;;2.1;0.2;;;
SPA;O1P;-0.76666;;;1.6612;0.21;;;
SPA;O2P;-0.76666;;;1.6612;0.21;;;
SPA;'O2''';-0.591348;;;1.721;0.2104;;;
SPA;'HO''2';0.410145;;;0;0;;;
SPA;N9;-0.062517;;;1.824;0.17;;;
SPA;C8;0.147306;;;1.908;0.086;;;
SPA;N7;-0.56801;;;1.824;0.17;;;
SPA;C5;0.010943;;;1.908;0.086;;;
SPA;C6;0.478272;;;1.908;0.086;;;
SPA;N6;-0.339858;;;1.824;0.17;;;
SPA;H61;0.27554;;;0.6;0.0157;;;
SPA;C64;-0.060764;;;1.908;0.1094;;;
SPA;C65;-0.329383;;;1.908;0.086;;;
SPA;C67;0.171303;;;1.908;0.086;;;
SPA;C68;-0.269934;;;1.908;0.1094;;;
SPA;H81;0.079481;;;1.487;0.0157;;;
SPA;H82;0.079481;;;1.487;0.0157;;;
SPA;H83;0.079481;;;1.487;0.0157;;;
SPA;C79;-0.090867;;;1.908;0.1094;;;
SPA;H91;0.036341;;;1.487;0.0157;;;
SPA;H92;0.036341;;;1.487;0.0157;;;
SPA;H93;0.036341;;;1.487;0.0157;;;
SPA;H65;0.143487;;;1.459;0.015;;;
SPA;H41;0.115962;;;1.387;0.0157;;;
SPA;H42;0.115962;;;1.387;0.0157;;;
SPA;N1;-0.623429;;;1.824;0.17;;;
SPA;C2;0.556771;;;1.908;0.086;;;
SPA;N3;-0.496898;;;1.824;0.17;;;
SPA;C4;0.333112;;;1.908;0.086;;;
SPA;S21;-0.254667;;;2;0.25;;;
SPA;C23;-0.063486;;;1.908;0.1094;;;
SPA;H31;0.063444;;;1.387;0.0157;;;
SPA;H32;0.063444;;;1.387;0.0157;;;
SPA;H33;0.063444;;;1.387;0.0157;;;
SPA;H8;0.155179;;;1.359;0.015;;;
STA;P;1.087832;;;2.1;0.2;;;
STA;O1P;-0.76666;;;1.6612;0.21;;;
STA;O2P;-0.76666;;;1.6612;0.21;;;
STA;'O2''';-0.591348;;;1.721;0.2104;;;
STA;'HO''2';0.410145;;;0;0;;;
STA;N9;-0.023723;;;1.824;0.17;;;
STA;C8;0.079629;;;1.908;0.086;;;
STA;N7;-0.563357;;;1.824;0.17;;;
STA;C5;0.169716;;;1.908;0.086;;;
STA;C6;0.1328;;;1.908;0.086;;;
STA;N6;-0.344258;;;1.824;0.17;;;
STA;H61;0.296472;;;0.6;0.0157;;;
STA;C64;0.568285;;;1.908;0.086;;;
STA;O64;-0.543276;;;1.6612;0.21;;;
STA;N65;-0.460571;;;1.824;0.17;;;
STA;C67;0.041726;;;1.908;0.1094;;;
STA;C71;0.711177;;;1.908;0.086;;;
STA;O11;-0.635488;;;1.721;0.2104;;;
STA;H11;0.471225;;;0;0;;;
STA;O12;-0.581248;;;1.6612;0.21;;;
STA;C68;0.196165;;;1.908;0.1094;;;
STA;O81;-0.652454;;;1.721;0.2104;;;
STA;H81;0.416122;;;0;0;;;
STA;C69;-0.199206;;;1.908;0.1094;;;
STA;H91;0.070783;;;1.487;0.0157;;;
STA;H92;0.070783;;;1.487;0.0157;;;
STA;H93;0.070783;;;1.487;0.0157;;;
STA;H68;0.081813;;;1.387;0.0157;;;
STA;H67;0.108729;;;1.387;0.0157;;;
STA;H65;0.294522;;;0.6;0.0157;;;
STA;N1;-0.162611;;;1.824;0.17;;;
STA;C2;0.339306;;;1.908;0.086;;;
STA;N3;-0.536232;;;1.824;0.17;;;
STA;C4;0.373526;;;1.908;0.086;;;
STA;S21;-0.221307;;;2;0.25;;;
STA;C23;-0.09303;;;1.908;0.1094;;;
STA;H31;0.073725;;;1.387;0.0157;;;
STA;H32;0.073725;;;1.387;0.0157;;;
STA;H33;0.073725;;;1.387;0.0157;;;
STA;H8;0.183846;;;1.359;0.015;;;
STU;P;1.087832;;;2.1;0.2;;;
STU;O1P;-0.76666;;;1.6612;0.21;;;
STU;O2P;-0.76666;;;1.6612;0.21;;;
STU;'O2''';-0.591348;;;1.721;0.2104;;;
STU;'HO''2';0.410145;;;0;0;;;
STU;N1;0.247649;;;1.824;0.17;;;
STU;C2;-0.082173;;;1.908;0.086;;;
STU;N3;-0.134324;;;1.824;0.17;;;
STU;C4;0.524941;;;1.908;0.086;;;
STU;O4;-0.554351;;;1.6612;0.21;;;
STU;C5;-0.067741;;;1.908;0.086;;;
STU;C6;-0.110771;;;1.908;0.086;;;
STU;H6;0.084859;;;1.409;0.015;;;
STU;C51;-0.009853;;;1.908;0.1094;;;
STU;H11;0.073938;;;1.387;0.0157;;;
STU;H12;0.073938;;;1.387;0.0157;;;
STU;N52;-0.443884;;;1.824;0.17;;;
STU;C53;0.052254;;;1.908;0.1094;;;
STU;C54;-0.266587;;;1.908;0.1094;;;
STU;H41;0.082524;;;1.387;0.0157;;;
STU;H42;0.082524;;;1.387;0.0157;;;
STU;O61;-0.696936;;;1.6612;0.21;;;
STU;O62;-0.690826;;;1.6612;0.21;;;
STU;O63;-0.696793;;;1.6612;0.21;;;
STU;H31;0.068158;;;1.387;0.0157;;;
STU;H32;0.068158;;;1.387;0.0157;;;
STU;H52;0.270755;;;0.6;0.0157;;;
STU;H3;0.251267;;;0.6;0.0157;;;
WBG;P;1.087832;;;2.1;0.2;;;
WBG;O1P;-0.76666;;;1.6612;0.21;;;
WBG;O2P;-0.76666;;;1.6612;0.21;;;
WBG;'O2''';-0.591348;;;1.721;0.2104;;;
WBG;'HO''2';0.410145;;;0;0;;;
WBG;N9;0.023075;;;1.824;0.17;;;
WBG;C8;0.11683;;;1.908;0.086;;;
WBG;N7;-0.504985;;;1.824;0.17;;;
WBG;C5;0.07242;;;1.908;0.086;;;
WBG;C6;0.503184;;;1.908;0.086;;;
WBG;O6;-0.464154;;;1.6612;0.21;;;
WBG;N1;-0.022728;;;1.824;0.17;;;
WBG;C2;0.163626;;;1.908;0.086;;;
WBG;N2;-0.456494;;;1.824;0.17;;;
WBG;C23;0.231465;;;1.908;0.086;;;
WBG;C24;-0.294507;;;1.908;0.1094;;;
WBG;H41;0.094756;;;1.487;0.0157;;;
WBG;H42;0.094756;;;1.487;0.0157;;;
WBG;H43;0.094756;;;1.487;0.0157;;;
WBG;C11;-0.147476;;;1.908;0.086;;;
WBG;C12;-0.058527;;;1.908;0.1094;;;
WBG;C13;-0.062739;;;1.908;0.1094;;;
WBG;C14;0.157521;;;1.908;0.1094;;;
WBG;C45;0.638703;;;1.908;0.086;;;
WBG;O45;-0.528267;;;1.6612;0.21;;;
WBG;O46;-0.416125;;;1.6837;0.17;;;
WBG;C47;0.081184;;;1.908;0.1094;;;
WBG;H71;0.05356;;;1.387;0.0157;;;
WBG;H72;0.05356;;;1.387;0.0157;;;
WBG;H73;0.05356;;;1.387;0.0157;;;
WBG;N15;-0.578083;;;1.824;0.17;;;
WBG;C16;0.775254;;;1.908;0.086;;;
WBG;O16;-0.605204;;;1.6612;0.21;;;
WBG;O17;-0.238242;;;1.6837;0.17;;;
WBG;C18;-0.156149;;;1.908;0.1094;;;
WBG;H81;0.109437;;;1.387;0.0157;;;
WBG;H82;0.109437;;;1.387;0.0157;;;
WBG;H83;0.109437;;;1.387;0.0157;;;
WBG;H15;0.319019;;;0.6;0.0157;;;
WBG;H14;-0.013846;;;1.387;0.0157;;;
WBG;H31;0.057323;;;1.487;0.0157;;;
WBG;H32;0.057323;;;1.487;0.0157;;;
WBG;H21;0.061811;;;1.487;0.0157;;;
WBG;H22;0.061811;;;1.487;0.0157;;;
WBG;N3;0.009032;;;1.824;0.17;;;
WBG;C4;0.006222;;;1.908;0.086;;;
WBG;C39;-0.003534;;;1.908;0.1094;;;
WBG;H91;0.054875;;;1.387;0.0157;;;
WBG;H92;0.054875;;;1.387;0.0157;;;
WBG;H93;0.054875;;;1.387;0.0157;;;
WBG;H8;0.159193;;;1.359;0.015;;;
WMG;P;1.087832;;;2.1;0.2;;;
WMG;O1P;-0.76666;;;1.6612;0.21;;;
WMG;O2P;-0.76666;;;1.6612;0.21;;;
WMG;'O2''';-0.591348;;;1.721;0.2104;;;
WMG;'HO''2';0.410145;;;0;0;;;
WMG;N9;0.023188;;;1.824;0.17;;;
WMG;C8;0.085988;;;1.908;0.086;;;
WMG;N7;-0.489607;;;1.824;0.17;;;
WMG;C5;0.030915;;;1.908;0.086;;;
WMG;C6;0.555536;;;1.908;0.086;;;
WMG;O6;-0.513;;;1.6612;0.21;;;
WMG;N1;-0.021202;;;1.824;0.17;;;
WMG;C2;0.07094;;;1.908;0.086;;;
WMG;N2;-0.449233;;;1.824;0.17;;;
WMG;C22;0.131614;;;1.908;0.086;;;
WMG;C25;-0.100276;;;1.908;0.1094;;;
WMG;H51;0.04638;;;1.487;0.0157;;;
WMG;H52;0.04638;;;1.487;0.0157;;;
WMG;H53;0.04638;;;1.487;0.0157;;;
WMG;C11;0.000842;;;1.908;0.086;;;
WMG;C14;-0.23654;;;1.908;0.1094;;;
WMG;H41;0.088083;;;1.487;0.0157;;;
WMG;H42;0.088083;;;1.487;0.0157;;;
WMG;H43;0.088083;;;1.487;0.0157;;;
WMG;N3;0.054126;;;1.824;0.17;;;
WMG;C4;0.020119;;;1.908;0.086;;;
WMG;C36;-0.040112;;;1.908;0.1094;;;
WMG;H61;0.063299;;;1.387;0.0157;;;
WMG;H62;0.063299;;;1.387;0.0157;;;
WMG;H63;0.063299;;;1.387;0.0157;;;
WMG;H8;0.165236;;;1.359;0.015;;;
WYG;P;1.087832;;;2.1;0.2;;;
WYG;O1P;-0.76666;;;1.6612;0.21;;;
WYG;O2P;-0.76666;;;1.6612;0.21;;;
WYG;'O2''';-0.591348;;;1.721;0.2104;;;
WYG;'HO''2';0.410145;;;0;0;;;
WYG;N9;0.01792;;;1.824;0.17;;;
WYG;C8;0.112292;;;1.908;0.086;;;
WYG;N7;-0.488273;;;1.824;0.17;;;
WYG;C5;0.069816;;;1.908;0.086;;;
WYG;C6;0.513577;;;1.908;0.086;;;
WYG;O6;-0.490362;;;1.6612;0.21;;;
WYG;N1;0.400394;;;1.824;0.17;;;
WYG;C2;-0.007729;;;1.908;0.086;;;
WYG;N2;-0.363222;;;1.824;0.17;;;
WYG;H21;0.343172;;;0.6;0.0157;;;
WYG;C22;0.370739;;;1.908;0.086;;;
WYG;C11;-0.877307;;;1.908;0.086;;;
WYG;C24;-0.155557;;;1.908;0.1094;;;
WYG;H41;0.04142;;;1.487;0.0157;;;
WYG;H42;0.04142;;;1.487;0.0157;;;
WYG;H43;0.04142;;;1.487;0.0157;;;
WYG;N3;-0.023995;;;1.824;0.17;;;
WYG;C4;0.006619;;;1.908;0.086;;;
WYG;C35;-0.027957;;;1.908;0.1094;;;
WYG;H51;0.066824;;;1.387;0.0157;;;
WYG;H52;0.066824;;;1.387;0.0157;;;
WYG;H53;0.066824;;;1.387;0.0157;;;
WYG;H8;0.156961;;;1.359;0.015;;;
